"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_005725" 271 294 0 54 84 107 126 204 324 252 143 159 174 189 378 235 219
"XLOC_005726" 378 294 0 54 126 84 143 204 324 271 159 107 174 235 219 252 189
"XLOC_005727" 324 378 143 84 271 235 54 0 294 252 126 107 189 174 204 159 219
"XLOC_005728" 107 54 189 84 143 174 126 204 294 324 219 235 0 159 271 378 252
"XLOC_005729" 324 378 174 189 107 0 54 126 294 252 204 159 143 84 219 235 271
"XLOC_005730" 204 324 378 271 235 0 294 174 54 107 219 252 84 126 189 143 159
"XLOC_005731" 252 271 294 235 378 324 0 54 189 174 143 204 126 84 219 159 107
"XLOC_005732" 126 189 54 0 378 324 84 107 271 294 143 159 252 235 174 204 219
"XLOC_005733" 84 143 0 54 126 159 378 324 252 189 294 271 107 174 219 204 235
"XLOC_005734" 378 324 0 54 143 159 84 174 189 204 126 107 294 219 235 271 252
"XLOC_005735" 126 84 204 219 324 378 235 252 189 0 143 271 174 294 159 107 54
"XLOC_005736" 107 54 252 271 324 378 126 235 189 84 143 294 174 219 204 0 159
"XLOC_005737" 159 143 219 174 294 324 378 252 204 189 271 235 126 84 107 54 0
"XLOC_005738" 54 84 271 235 252 324 219 189 378 294 107 0 126 174 143 204 159
"XLOC_005739" 271 252 0 54 143 126 107 84 324 294 174 159 378 235 219 189 204
"XLOC_005740" 235 159 107 54 126 143 0 84 294 324 189 174 378 271 219 252 204
"XLOC_005741" 126 174 54 0 107 84 159 143 252 204 294 324 271 378 235 219 189
"XLOC_005742" 294 204 54 84 235 324 0 107 174 143 126 252 271 159 219 189 378
"XLOC_005743" 159 0 378 324 271 294 54 107 235 252 174 143 126 84 204 219 189
"XLOC_005744" 107 84 252 271 324 378 159 143 126 235 294 0 189 219 174 204 54
"XLOC_005745" 219 159 378 324 54 143 271 126 294 189 0 107 174 84 235 204 252
"XLOC_005746" 0 84 219 235 324 378 294 271 174 107 189 252 54 204 159 143 126
"XLOC_005747" 378 324 126 107 204 174 84 143 271 219 54 0 159 189 294 235 252
"XLOC_005748" 54 84 189 174 378 324 294 271 204 126 219 252 0 235 159 143 107
"XLOC_005749" 219 174 271 252 294 378 324 235 0 84 159 204 143 189 107 126 54
"XLOC_005750" 126 107 324 378 219 271 0 54 159 84 143 174 189 204 294 252 235
"XLOC_005751" 54 0 235 219 294 378 324 271 189 159 204 252 84 174 126 143 107
"XLOC_005752" 159 84 324 378 271 294 204 143 126 0 54 107 219 174 189 252 235
"XLOC_005753" 0 54 294 84 107 126 143 159 378 324 174 189 235 204 271 252 219
"XLOC_005754" 126 54 84 0 271 378 324 252 294 235 174 219 107 159 204 189 143
"XLOC_005755" 54 0 294 252 324 378 174 126 143 159 84 107 235 189 271 219 204
"XLOC_005756" 0 54 84 107 126 143 271 324 219 252 294 378 159 174 235 204 189
"XLOC_005757" 107 0 189 219 324 378 294 271 235 159 174 252 54 204 126 143 84
"XLOC_005758" 54 84 271 294 324 378 252 235 107 0 204 219 126 189 159 174 143
"XLOC_005759" 107 0 294 252 324 378 204 271 189 219 235 159 54 84 143 174 126
"XLOC_005760" 252 0 235 54 378 324 84 107 126 143 159 174 271 189 294 219 204
"XLOC_005761" 324 204 271 294 107 84 219 0 159 378 252 143 126 54 174 189 235
"XLOC_005762" 219 204 143 159 294 252 0 54 174 324 235 378 271 189 126 84 107
"XLOC_005763" 204 252 174 189 294 378 324 271 126 84 235 219 143 159 54 0 107
"XLOC_005764" 159 204 54 0 84 107 189 126 378 324 143 174 219 294 235 271 252
"XLOC_005765" 0 54 84 107 378 324 271 126 143 204 219 159 294 174 189 252 235
"XLOC_005766" 0 174 189 204 324 378 54 84 107 159 126 143 271 235 219 252 294
"XLOC_005767" 189 0 54 84 107 252 378 324 219 126 271 294 143 159 174 204 235
"XLOC_005768" 294 271 0 54 84 107 126 143 159 235 324 378 252 174 189 204 219
"XLOC_005769" 189 159 54 0 174 204 126 235 324 252 84 107 143 219 294 378 271
"XLOC_005770" 378 294 126 159 54 0 252 271 143 324 174 107 189 84 219 204 235
"XLOC_005771" 219 189 252 294 235 107 324 378 174 126 204 271 143 159 54 0 84
"XLOC_005772" 378 324 54 0 107 126 84 174 143 159 189 204 271 294 235 252 219
"XLOC_005773" 143 378 252 219 0 54 84 235 189 174 126 107 159 204 294 271 324
"XLOC_005774" 107 126 84 143 54 0 378 324 204 159 294 271 235 252 189 174 219
"XLOC_005775" 0 54 271 235 204 219 378 324 189 174 252 294 84 159 143 107 126
"XLOC_005776" 252 235 126 0 324 378 54 219 294 84 174 189 271 204 159 143 107
"XLOC_005777" 204 235 0 84 174 271 378 324 54 143 294 252 219 189 126 107 159
"XLOC_005778" 294 271 159 143 324 378 219 204 54 0 252 235 174 189 107 84 126
"XLOC_005779" 252 235 54 107 174 0 378 324 84 143 294 271 159 126 219 204 189
"XLOC_005780" 126 143 54 0 252 294 84 204 189 159 107 174 219 324 271 378 235
"XLOC_005781" 84 126 252 204 174 54 271 235 294 324 378 189 107 0 159 219 143
"XLOC_005782" 204 174 54 0 143 252 189 271 219 126 84 107 159 324 294 378 235
"XLOC_005783" 174 143 107 84 54 0 378 324 126 159 294 252 219 235 204 271 189
"XLOC_005784" 107 159 378 324 252 271 0 54 189 204 84 143 126 174 235 219 294
"XLOC_005785" 271 252 189 204 324 378 294 235 143 159 126 174 54 219 0 107 84
"XLOC_005786" 235 324 204 189 219 252 378 294 0 54 159 174 143 271 107 84 126
"XLOC_005787" 204 219 174 189 324 378 107 126 143 84 0 54 159 271 294 235 252
"XLOC_005788" 294 0 54 252 324 378 84 107 126 143 159 174 189 204 271 235 219
"XLOC_005789" 252 219 54 0 324 378 294 235 107 84 189 271 174 204 143 159 126
"XLOC_005790" 54 84 126 159 204 174 189 235 271 252 0 107 143 219 324 378 294
"XLOC_005791" 107 189 378 324 84 126 159 219 174 204 0 294 143 54 235 271 252
"XLOC_005792" 84 107 378 324 0 126 204 159 235 219 54 143 174 189 252 294 271
"XLOC_005793" 54 0 271 219 189 252 378 324 159 174 204 294 143 235 84 126 107
"XLOC_005794" 126 143 219 54 271 294 324 378 0 252 189 204 159 235 107 174 84
"XLOC_005795" 0 54 235 252 204 219 378 324 84 174 294 271 159 189 107 126 143
"XLOC_005796" 126 189 324 378 0 107 54 84 271 219 252 294 143 235 174 159 204
"XLOC_005797" 378 324 54 0 189 204 84 159 174 126 252 294 107 143 235 271 219
"XLOC_005798" 174 159 252 235 54 84 378 324 219 189 294 271 143 204 0 126 107
"XLOC_005799" 143 107 378 294 235 126 271 324 0 54 252 219 159 84 189 174 204
"XLOC_005800" 378 324 271 294 143 54 126 107 84 189 174 0 219 159 235 204 252
"XLOC_005801" 219 189 84 159 54 0 143 235 174 378 252 126 204 107 294 271 324
"XLOC_005802" 107 126 54 0 143 174 378 324 252 219 189 204 84 159 271 294 235
"XLOC_005803" 219 235 271 252 324 378 294 204 107 54 84 0 126 159 189 174 143
"XLOC_005804" 324 378 189 159 54 0 107 126 271 294 235 143 252 84 219 174 204
"XLOC_005805" 324 378 107 54 0 143 204 126 235 219 189 84 174 159 271 252 294
"XLOC_005806" 219 189 159 143 294 378 324 271 204 84 174 252 126 235 0 54 107
"XLOC_005807" 235 252 107 84 0 54 126 143 174 159 271 324 294 378 219 189 204
"XLOC_005808" 378 324 294 271 107 126 189 84 54 0 143 204 235 252 174 159 219
"XLOC_005809" 378 252 107 54 235 159 219 271 0 189 324 294 204 174 143 126 84
"XLOC_005810" 126 143 54 0 107 84 189 159 378 324 174 204 219 235 271 294 252
"XLOC_005811" 159 54 204 219 252 324 378 294 174 189 235 271 0 84 107 126 143
"XLOC_005812" 174 189 324 378 294 271 0 54 159 126 84 107 143 204 235 219 252
"XLOC_005813" 252 219 126 54 294 271 324 378 84 107 159 204 174 235 143 0 189
"XLOC_005814" 84 107 159 143 54 0 252 235 271 126 378 324 294 219 189 204 174
"XLOC_005815" 84 54 294 271 324 378 159 174 126 143 107 0 252 189 219 204 235
"XLOC_005816" 54 0 252 235 324 378 204 174 271 294 84 107 143 219 159 189 126
"XLOC_005817" 84 54 252 235 324 378 219 189 294 271 126 174 143 204 107 159 0
"XLOC_005818" 324 378 252 219 294 189 0 54 271 204 126 84 235 107 159 143 174
"XLOC_005819" 235 219 0 126 54 84 378 324 252 107 294 204 271 174 189 143 159
"XLOC_005820" 126 84 54 0 378 324 159 219 174 107 189 143 294 204 252 271 235
"XLOC_005821" 84 126 54 0 378 271 324 294 143 107 252 235 219 159 189 204 174
"XLOC_005822" 189 126 324 235 174 54 143 294 0 107 378 84 219 159 271 204 252
"XLOC_005823" 294 271 235 252 324 378 54 0 126 107 143 84 219 204 159 189 174
"XLOC_005824" 294 271 235 252 378 324 219 159 204 0 189 84 126 107 54 143 174
"XLOC_005825" 174 204 84 107 0 54 126 143 235 378 294 159 219 189 271 324 252
"XLOC_005826" 0 54 252 235 174 204 378 324 219 189 294 271 107 84 143 126 159
"XLOC_005827" 126 107 0 54 143 219 84 174 252 204 159 189 271 378 294 324 235
"XLOC_005828" 143 84 219 204 271 294 378 324 107 0 252 235 126 54 189 159 174
"XLOC_005829" 174 143 189 219 252 204 324 378 107 0 271 294 159 235 84 126 54
"XLOC_005830" 252 219 84 143 324 378 0 54 235 189 204 294 174 271 126 107 159
"XLOC_005831" 174 189 252 235 378 324 107 54 84 126 143 0 294 159 219 204 271
"XLOC_005832" 271 219 174 84 378 324 294 126 0 54 204 107 252 235 143 159 189
"XLOC_005833" 235 271 126 107 174 204 159 252 219 143 0 54 84 189 294 378 324
"XLOC_005834" 143 107 378 324 271 294 252 159 54 0 126 84 174 204 189 235 219
"XLOC_005835" 0 54 294 271 378 324 84 159 174 107 235 143 252 126 189 204 219
"XLOC_005836" 126 54 107 84 378 324 189 219 0 174 159 143 294 271 252 235 204
"XLOC_005837" 54 0 174 159 378 324 235 252 84 107 126 143 294 271 189 219 204
"XLOC_005838" 159 0 143 107 378 324 189 204 84 174 54 126 294 219 235 271 252
"XLOC_005839" 0 54 84 107 378 324 126 143 159 174 189 204 294 219 252 271 235
"XLOC_005840" 107 204 0 54 84 219 271 294 324 378 126 235 143 252 189 174 159
"XLOC_005841" 378 324 107 84 54 0 159 126 219 294 271 189 174 143 204 235 252
"XLOC_005842" 189 143 0 107 252 294 204 219 324 378 235 271 159 174 84 54 126
"XLOC_005843" 189 204 174 143 219 235 126 0 378 324 54 84 159 107 252 271 294
"XLOC_005844" 271 204 54 84 324 378 294 235 252 219 107 189 0 126 143 174 159
"XLOC_005845" 378 294 271 252 143 107 0 54 174 324 204 126 159 84 235 189 219
"XLOC_005846" 378 324 174 189 0 271 235 84 219 159 294 204 252 54 107 126 143
"XLOC_005847" 159 126 324 378 143 235 174 204 219 84 294 107 54 0 252 189 271
"XLOC_005848" 271 189 0 107 54 84 378 324 294 235 126 159 143 174 219 204 252
"XLOC_005849" 271 378 143 126 54 0 174 189 107 294 324 159 204 84 235 252 219
"XLOC_005850" 126 219 235 143 54 0 324 204 252 294 378 271 159 84 174 189 107
"XLOC_005851" 271 324 252 378 143 84 0 54 107 174 159 126 294 189 204 219 235
"XLOC_005852" 378 294 204 159 54 0 84 107 126 143 324 252 271 219 189 174 235
"XLOC_005853" 252 378 219 204 143 54 0 84 294 235 324 126 271 107 189 159 174
"XLOC_005854" 235 271 294 252 54 0 84 107 159 219 378 126 324 143 174 189 204
"XLOC_005855" 189 84 219 235 294 204 378 324 54 0 271 252 107 159 174 126 143
"XLOC_005856" 189 204 378 294 324 252 0 84 54 271 235 143 219 107 174 159 126
"XLOC_005857" 294 271 378 324 54 0 252 235 84 219 189 174 204 107 159 126 143
"XLOC_005858" 189 143 324 294 378 271 126 107 159 84 0 54 204 174 252 219 235
"XLOC_005859" 0 54 235 252 189 84 378 324 219 204 294 271 159 107 126 174 143
"XLOC_005860" 84 126 143 107 0 54 294 271 378 324 252 219 174 204 189 159 235
"XLOC_005861" 252 219 174 159 378 324 143 189 204 235 107 271 126 294 84 0 54
"XLOC_005862" 204 324 174 159 84 0 189 107 126 54 219 143 378 294 235 252 271
"XLOC_005863" 174 219 54 0 84 107 126 159 378 324 189 143 235 204 271 294 252
"XLOC_005864" 84 143 324 271 126 378 0 107 174 159 294 54 252 219 204 189 235
"XLOC_005865" 294 271 84 126 0 54 252 204 107 143 219 174 324 378 159 235 189
"XLOC_005866" 84 107 54 0 189 219 378 271 252 235 294 324 126 143 174 204 159
"XLOC_005867" 189 294 84 126 54 0 159 107 378 324 219 143 204 174 235 252 271
"XLOC_005868" 271 294 189 174 54 0 126 84 378 324 252 159 143 107 235 204 219
"XLOC_005869" 143 54 107 126 0 189 378 219 294 204 174 324 84 159 235 252 271
"XLOC_005870" 235 204 252 271 378 324 54 84 174 159 0 107 219 294 189 126 143
"XLOC_005871" 0 54 324 378 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_005872" 204 143 378 324 54 0 126 107 294 271 189 174 159 84 219 235 252
"XLOC_005873" 107 174 0 159 54 84 143 126 189 219 204 235 378 324 294 271 252
"XLOC_005874" 219 126 174 143 324 378 84 235 54 0 107 189 252 271 204 159 294
"XLOC_005875" 107 174 271 294 54 84 324 0 189 143 159 252 219 204 126 378 235
"XLOC_005876" 378 294 54 0 107 143 84 126 204 174 189 159 324 271 235 252 219
"XLOC_005877" 378 324 159 107 54 0 84 143 126 189 271 174 294 252 204 235 219
"XLOC_005878" 378 324 54 0 174 189 84 107 159 294 143 126 219 204 235 252 271
"XLOC_005879" 271 294 378 324 204 143 54 0 219 252 174 189 235 84 159 126 107
"XLOC_005880" 54 0 252 271 219 235 294 324 143 107 174 378 84 189 159 204 126
"XLOC_005881" 378 324 84 107 54 174 143 126 235 294 204 159 271 0 219 189 252
"XLOC_005882" 54 107 159 174 324 378 189 204 0 126 84 143 294 235 252 271 219
"XLOC_005883" 107 159 0 54 143 174 84 126 378 235 189 204 219 252 324 271 294
"XLOC_005884" 204 235 0 54 324 84 107 126 271 143 219 159 174 189 378 252 294
"XLOC_005885" 159 271 126 143 235 252 0 189 204 219 54 174 84 107 294 378 324
"XLOC_005886" 107 271 0 126 204 159 54 84 174 189 143 235 219 324 378 294 252
"XLOC_005887" 378 324 126 189 159 235 0 54 143 219 84 107 174 204 271 294 252
"XLOC_005888" 219 235 252 159 174 271 0 84 107 126 143 54 378 204 189 324 294
"XLOC_005889" 252 189 294 271 235 324 174 159 143 0 126 219 204 378 54 84 107
"XLOC_005890" 0 54 84 107 378 324 294 235 159 126 204 143 252 174 271 219 189
"XLOC_005891" 252 235 84 0 126 219 378 324 189 174 271 294 159 204 107 143 54
"XLOC_005892" 143 107 294 271 0 126 54 84 378 324 159 204 174 235 252 189 219
"XLOC_005893" 107 126 235 189 378 324 252 271 143 219 174 294 159 204 84 0 54
"XLOC_005894" 378 324 84 54 126 174 0 159 219 143 294 271 235 107 189 204 252
"XLOC_005895" 324 378 0 84 252 107 54 126 271 219 235 159 294 143 189 174 204
"XLOC_005896" 126 84 0 54 189 204 219 235 378 324 143 107 159 174 271 252 294
"XLOC_005897" 174 189 107 143 0 126 252 219 324 378 84 54 159 235 271 204 294
"XLOC_005898" 107 0 54 174 324 378 294 252 84 143 126 189 219 271 204 235 159
"XLOC_005899" 107 0 174 204 324 378 189 235 84 54 126 143 294 271 159 252 219
"XLOC_005900" 159 84 294 271 324 378 143 126 252 235 0 54 107 174 189 219 204
"XLOC_005901" 54 0 252 324 107 174 378 219 271 159 143 204 84 126 235 294 189
"XLOC_005902" 235 204 107 126 252 271 378 324 174 54 219 294 0 189 143 84 159
"XLOC_005903" 126 107 252 235 294 324 219 204 378 271 54 84 0 143 174 189 159
"XLOC_005904" 219 159 174 189 324 378 294 271 0 126 204 252 107 235 143 54 84
"XLOC_005905" 0 54 235 252 324 378 84 219 294 271 107 126 189 159 143 204 174
"XLOC_005906" 107 159 219 235 378 324 294 271 143 204 174 252 126 189 84 54 0
"XLOC_005907" 204 252 219 143 0 54 235 378 126 84 174 159 107 189 324 271 294
"XLOC_005908" 252 174 84 143 235 324 0 54 126 219 107 204 159 189 294 378 271
"XLOC_005909" 294 235 271 252 324 378 0 54 204 159 84 107 126 143 189 219 174
"XLOC_005910" 54 189 235 204 294 219 324 252 0 126 378 271 159 174 107 143 84
"XLOC_005911" 294 271 54 0 84 107 159 126 378 324 174 143 189 204 235 252 219
"XLOC_005912" 378 324 126 0 159 204 54 84 219 235 143 107 189 174 271 294 252
"XLOC_005913" 378 294 0 54 84 107 126 143 219 204 159 174 189 271 235 324 252
"XLOC_005914" 378 324 0 54 84 107 126 143 204 294 159 174 235 252 219 189 271
"XLOC_005915" 219 204 54 84 143 0 107 174 271 378 126 235 189 159 252 324 294
"XLOC_005916" 252 271 54 0 143 126 174 235 324 294 378 189 107 84 219 159 204
"XLOC_005917" 84 107 54 0 143 174 378 324 235 204 294 271 126 159 219 252 189
"XLOC_005918" 143 159 84 0 126 189 324 294 252 235 378 271 54 107 219 174 204
"XLOC_005919" 294 271 174 126 324 378 252 235 189 84 159 204 54 219 143 107 0
"XLOC_005920" 189 252 159 174 107 143 54 0 378 324 84 126 204 235 271 219 294
"XLOC_005921" 107 84 0 54 235 324 189 159 378 271 143 174 126 204 252 294 219
"XLOC_005922" 271 378 143 204 252 219 189 159 324 294 126 235 84 174 107 54 0
"XLOC_005923" 0 54 324 378 271 252 219 294 126 159 204 84 107 143 235 174 189
"XLOC_005924" 107 126 271 294 324 378 84 143 235 252 54 0 159 189 174 219 204
"XLOC_005925" 159 189 271 294 378 324 0 84 126 107 54 143 204 174 235 252 219
"XLOC_005926" 378 271 0 54 107 159 143 174 324 294 84 126 189 204 235 252 219
"XLOC_005927" 0 54 107 84 189 294 324 378 252 204 143 159 126 174 235 271 219
"XLOC_005928" 0 107 54 84 204 294 378 324 189 252 159 143 126 174 235 271 219
"XLOC_005929" 324 294 189 174 378 235 219 204 271 252 159 0 107 54 84 143 126
"XLOC_005930" 378 324 271 219 252 107 0 54 159 294 189 235 126 84 174 143 204
"XLOC_005931" 0 143 107 126 204 235 174 219 271 252 54 84 159 189 294 378 324
"XLOC_005932" 107 54 219 235 324 378 204 271 189 0 126 252 143 294 84 159 174
"XLOC_005933" 54 0 159 189 235 271 378 324 143 107 252 294 84 204 174 219 126
"XLOC_005934" 84 174 378 324 271 294 143 107 252 204 0 219 189 235 159 54 126
"XLOC_005935" 219 204 54 0 271 378 189 107 294 252 84 235 174 324 159 126 143
"XLOC_005936" 378 324 107 0 235 271 159 219 126 54 252 294 143 174 189 204 84
"XLOC_005937" 189 271 219 235 174 84 0 54 107 143 159 126 324 204 294 252 378
"XLOC_005938" 271 0 54 84 324 378 107 126 143 159 174 189 204 219 235 252 294
"XLOC_005939" 54 107 294 252 324 378 235 174 84 0 126 159 271 219 204 189 143
"XLOC_005940" 0 54 324 378 107 126 174 84 159 271 235 294 219 252 204 143 189
"XLOC_005941" 0 54 324 378 107 84 126 174 271 294 159 143 204 189 235 252 219
"XLOC_005942" 252 235 143 126 54 0 84 107 378 189 204 271 324 294 174 219 159
"XLOC_005943" 107 0 126 143 252 219 204 189 235 271 159 54 84 174 324 378 294
"XLOC_005944" 0 252 54 84 107 126 143 159 378 324 174 189 204 219 235 294 271
"XLOC_005945" 0 54 84 107 126 143 159 174 189 378 204 219 235 252 271 294 324
"XLOC_005946" 159 174 294 271 378 324 252 235 204 189 143 219 54 126 107 84 0
"XLOC_005947" 84 174 54 0 126 143 107 159 378 271 189 252 294 324 219 235 204
"XLOC_005948" 107 0 271 252 324 378 294 235 204 159 143 126 84 54 189 219 174
"XLOC_005949" 204 189 252 235 54 0 378 324 107 84 271 294 174 219 159 143 126
"XLOC_005950" 219 143 294 378 0 54 271 204 235 174 107 252 189 324 159 84 126
"XLOC_005951" 204 219 143 126 54 0 84 107 378 324 252 271 294 235 189 159 174
"XLOC_005952" 204 189 107 54 235 252 378 324 174 219 271 294 0 143 159 84 126
"XLOC_005953" 159 126 84 54 219 235 378 324 0 107 271 294 174 252 143 204 189
"XLOC_005954" 219 252 294 271 378 324 174 84 54 0 126 143 189 107 204 159 235
"XLOC_005955" 174 143 219 235 324 378 294 252 107 0 189 271 159 204 84 126 54
"XLOC_005956" 159 126 54 0 324 235 84 107 378 271 143 174 189 219 294 204 252
"XLOC_005957" 159 143 252 219 324 378 294 235 84 0 174 204 189 271 126 107 54
"XLOC_005958" 235 204 271 252 324 378 143 84 54 0 159 189 219 294 126 174 107
"XLOC_005959" 271 294 252 219 324 378 235 204 54 174 107 159 126 189 143 84 0
"XLOC_005960" 189 204 378 324 219 235 126 107 143 84 54 0 159 174 252 271 294
"XLOC_005961" 143 252 324 378 159 107 54 0 174 204 126 84 219 235 271 189 294
"XLOC_005962" 54 0 294 324 271 378 252 235 174 159 189 219 126 204 107 84 143
"XLOC_005963" 294 252 189 204 324 378 0 54 174 143 126 219 235 271 159 84 107
"XLOC_005964" 143 126 252 235 294 378 324 271 189 219 204 84 159 54 0 107 174
"XLOC_005965" 204 219 294 271 324 378 252 235 0 159 174 189 54 84 107 143 126
"XLOC_005966" 0 54 189 159 271 324 294 252 235 174 84 219 204 378 107 143 126
"XLOC_005967" 143 271 54 126 204 0 174 84 324 378 107 219 235 294 159 252 189
"XLOC_005968" 54 0 324 294 189 219 271 252 204 174 235 378 84 159 143 107 126
"XLOC_005969" 189 159 126 107 84 0 294 271 54 143 324 378 252 235 174 204 219
"XLOC_005970" 378 324 107 54 84 126 0 143 159 174 189 204 271 294 235 252 219
"XLOC_005971" 107 54 324 378 159 174 0 84 204 189 143 126 235 294 219 252 271
"XLOC_005972" 107 143 324 271 252 235 378 294 54 0 204 219 84 189 159 174 126
"XLOC_005973" 219 189 107 54 84 174 0 126 378 294 143 159 324 271 235 204 252
"XLOC_005974" 0 54 324 378 84 107 126 143 294 159 174 189 252 204 235 271 219
"XLOC_005975" 174 189 107 54 0 84 378 324 252 219 271 294 143 235 159 204 126
"XLOC_005976" 204 189 84 54 159 252 378 324 107 0 235 271 219 294 143 126 174
"XLOC_005977" 107 235 54 0 294 84 324 204 378 219 271 252 143 189 174 159 126
"XLOC_005978" 107 143 84 54 271 324 378 294 235 252 204 219 0 174 159 189 126
"XLOC_005979" 143 126 84 54 252 378 324 294 235 174 159 189 0 107 219 271 204
"XLOC_005980" 0 54 271 252 294 378 324 174 219 159 204 189 143 235 107 84 126
"XLOC_005981" 0 54 271 294 204 126 174 324 235 143 189 107 378 252 84 159 219
"XLOC_005982" 126 54 252 271 324 378 294 235 204 174 143 219 159 189 107 84 0
"XLOC_005983" 107 143 204 235 252 174 0 84 378 271 54 126 159 189 294 219 324
"XLOC_005984" 126 84 378 324 174 107 0 204 294 219 189 143 159 54 271 252 235
"XLOC_005985" 378 294 84 126 54 0 174 235 252 324 271 219 159 107 204 143 189
"XLOC_005986" 378 324 0 84 143 126 189 204 159 219 54 107 235 174 252 271 294
