"Astrocytes1" "Astrocytes2" "Endothelial1" "Endothelial2" "Microglia1" "Microglia2" "MO1" "MO2" "Neuron1" "Neuron2" "NFO1" "NFO2" "OPC1" "OPC2" "WC1" "WC2" "WC3"
"XLOC_017519" 378 271 0 54 189 252 294 324 204 84 174 107 126 159 143 219 235
"XLOC_017520" 143 189 294 271 378 324 84 126 174 107 54 0 204 159 235 252 219
"XLOC_017521" 0 84 378 324 271 294 252 235 189 126 107 174 54 143 159 219 204
"XLOC_017522" 54 143 84 0 378 294 324 271 174 107 235 252 219 204 189 159 126
"XLOC_017523" 271 294 324 378 174 84 0 54 126 189 159 107 219 143 235 204 252
"XLOC_017524" 189 235 324 378 143 0 84 54 107 159 174 126 294 252 204 219 271
"XLOC_017525" 189 235 378 294 143 107 0 54 84 126 174 159 324 204 271 219 252
"XLOC_017526" 204 174 252 271 324 378 159 54 219 235 0 143 189 294 84 126 107
"XLOC_017527" 174 143 0 54 84 107 204 126 235 252 159 294 189 271 324 378 219
"XLOC_017528" 294 219 0 54 107 84 126 143 324 252 174 204 271 378 189 159 235
"XLOC_017529" 0 174 54 189 84 107 126 204 324 378 143 159 252 294 235 271 219
"XLOC_017530" 174 143 0 84 126 107 54 159 378 324 204 189 219 271 235 252 294
"XLOC_017531" 271 0 54 219 378 324 84 107 189 252 126 143 235 159 294 204 174
"XLOC_017532" 0 54 271 84 378 294 107 126 219 143 159 174 204 189 252 235 324
"XLOC_017533" 219 252 324 378 271 126 294 235 204 174 189 159 107 54 84 0 143
"XLOC_017534" 0 54 271 294 204 84 378 324 235 189 159 252 107 219 143 126 174
"XLOC_017535" 0 54 84 107 378 324 126 143 159 174 189 204 271 252 219 235 294
"XLOC_017536" 294 0 54 84 378 324 107 126 143 159 174 189 271 204 219 252 235
"XLOC_017537" 189 174 0 54 107 84 378 294 126 143 324 252 235 159 219 204 271
"XLOC_017538" 126 252 0 84 159 378 324 143 235 189 54 219 107 294 271 204 174
"XLOC_017539" 107 84 235 252 324 378 294 271 54 0 189 219 174 204 143 159 126
"XLOC_017540" 189 235 126 107 84 0 294 324 143 159 378 271 174 54 204 252 219
"XLOC_017541" 378 324 84 54 159 107 126 143 0 271 294 204 252 174 189 219 235
"XLOC_017542" 235 204 294 324 271 252 219 378 0 107 84 174 54 126 159 189 143
"XLOC_017543" 378 324 252 189 0 54 84 107 235 271 126 143 159 174 204 219 294
"XLOC_017544" 189 235 324 378 219 143 84 54 0 252 294 174 271 204 159 107 126
"XLOC_017545" 235 252 378 324 204 84 143 107 0 54 271 189 294 219 174 126 159
"XLOC_017546" 143 54 378 324 84 107 0 126 235 219 174 204 159 189 294 271 252
"XLOC_017547" 324 378 174 159 126 143 0 107 204 189 54 84 219 235 294 252 271
"XLOC_017548" 378 324 271 294 189 143 0 54 174 204 84 107 159 126 219 235 252
"XLOC_017549" 235 378 271 252 84 0 107 54 324 159 219 126 294 189 204 143 174
"XLOC_017550" 235 294 204 189 378 271 54 0 252 324 107 143 219 126 174 84 159
"XLOC_017551" 294 219 174 143 126 159 54 0 252 324 189 84 204 107 271 235 378
"XLOC_017552" 235 219 378 294 54 0 143 126 271 324 252 107 174 84 204 189 159
"XLOC_017553" 107 252 189 0 204 143 84 219 235 271 54 126 159 174 324 294 378
"XLOC_017554" 159 219 378 324 54 0 174 126 271 294 143 107 189 84 252 235 204
"XLOC_017555" 378 324 174 271 189 143 54 0 84 107 219 126 294 252 204 159 235
"XLOC_017556" 84 107 54 0 378 324 174 159 294 204 143 126 271 189 219 235 252
"XLOC_017557" 0 54 84 107 378 324 126 143 159 294 174 189 252 204 219 271 235
"XLOC_017558" 324 219 54 189 84 294 235 378 143 271 107 252 159 0 174 126 204
"XLOC_017559" 174 159 0 54 84 107 126 271 378 324 252 143 189 219 294 235 204
"XLOC_017560" 189 159 174 0 235 294 54 84 378 324 107 204 126 143 271 252 219
"XLOC_017561" 0 54 84 235 324 378 107 271 204 252 126 143 159 174 189 219 294
"XLOC_017562" 271 294 235 204 324 378 0 54 159 189 84 107 126 174 143 219 252
"XLOC_017563" 324 294 107 84 378 271 0 54 189 159 126 143 252 235 174 219 204
"XLOC_017564" 271 159 54 0 324 252 84 107 204 378 294 235 143 126 219 189 174
"XLOC_017565" 252 174 324 294 54 0 235 378 219 204 159 126 189 271 107 84 143
"XLOC_017566" 126 143 107 84 0 54 324 271 294 378 252 219 159 174 189 235 204
"XLOC_017567" 219 378 0 54 84 107 126 143 324 189 159 174 271 294 235 204 252
"XLOC_017568" 204 235 378 324 126 54 174 189 0 84 294 159 271 252 143 107 219
"XLOC_017569" 378 324 159 143 84 0 107 252 126 54 235 174 204 294 189 219 271
"XLOC_017570" 294 378 84 0 107 54 252 143 159 126 189 174 324 271 235 204 219
"XLOC_017571" 204 219 143 84 54 0 324 235 189 126 378 252 271 294 174 107 159
"XLOC_017572" 159 84 271 294 324 378 143 107 126 189 204 219 235 252 54 0 174
"XLOC_017573" 174 189 271 324 378 294 84 0 252 219 107 126 204 54 143 235 159
"XLOC_017574" 0 54 204 219 235 189 159 174 378 324 107 84 143 126 271 294 252
"XLOC_017575" 107 54 84 0 324 378 159 219 204 174 126 143 189 235 252 294 271
"XLOC_017576" 189 235 219 174 107 84 0 54 324 378 159 126 271 143 252 294 204
"XLOC_017577" 324 378 0 54 84 107 126 143 189 204 159 252 235 219 271 174 294
"XLOC_017578" 378 324 54 0 84 107 126 143 204 271 189 159 294 174 235 219 252
"XLOC_017579" 235 294 84 107 54 0 143 126 204 252 324 159 378 174 189 219 271
"XLOC_017580" 324 294 143 126 0 54 174 84 189 235 204 107 378 159 219 271 252
"XLOC_017581" 143 189 219 252 324 294 378 174 159 126 235 271 84 204 107 0 54
"XLOC_017582" 0 54 84 107 126 143 378 159 174 189 204 219 235 252 271 294 324
"XLOC_017583" 189 294 235 174 0 54 84 143 324 378 159 126 252 107 271 204 219
"XLOC_017584" 252 294 143 159 126 0 54 84 378 324 189 107 204 174 271 219 235
"XLOC_017585" 143 126 219 235 0 54 84 174 324 378 107 189 204 159 271 294 252
"XLOC_017586" 107 54 271 204 84 0 189 159 378 324 294 174 126 143 219 235 252
"XLOC_017587" 107 252 219 174 189 0 54 235 294 324 378 126 204 84 271 159 143
"XLOC_017588" 324 378 143 204 0 54 84 107 252 189 174 126 219 235 159 294 271
"XLOC_017589" 324 378 0 294 54 84 107 126 271 189 252 143 235 159 204 219 174
"XLOC_017590" 0 54 235 84 107 126 294 143 271 378 219 159 174 324 204 189 252
"XLOC_017591" 235 378 126 0 54 143 84 107 324 252 189 204 271 159 219 174 294
"XLOC_017592" 324 219 0 54 84 107 126 143 294 378 271 159 235 252 174 189 204
"XLOC_017593" 294 378 159 189 0 54 84 107 324 204 252 126 235 143 174 271 219
"XLOC_017594" 324 378 189 235 107 84 0 54 294 271 204 126 252 143 219 159 174
"XLOC_017595" 294 271 378 324 219 107 126 0 143 159 252 84 235 54 204 174 189
"XLOC_017596" 0 324 54 84 107 126 143 159 378 174 189 204 219 235 294 252 271
"XLOC_017597" 252 204 0 54 219 84 107 126 235 271 143 159 174 189 324 294 378
"XLOC_017598" 235 271 0 54 84 107 126 143 252 159 174 189 204 219 378 324 294
"XLOC_017599" 0 271 54 84 107 126 143 159 324 174 189 204 219 235 378 252 294
"XLOC_017600" 378 324 0 107 54 84 252 143 219 189 174 159 204 126 294 235 271
"XLOC_017601" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_017602" 324 235 0 54 107 84 126 189 271 204 174 159 252 143 294 219 378
"XLOC_017603" 252 189 0 54 84 107 126 143 271 159 204 174 235 378 324 219 294
"XLOC_017604" 0 54 294 84 107 126 143 159 378 324 174 189 271 204 235 219 252
"XLOC_017605" 0 54 84 252 294 107 271 126 324 378 143 159 174 189 235 204 219
"XLOC_017606" 0 54 271 84 107 126 143 324 294 378 159 174 189 252 235 204 219
"XLOC_017607" 159 143 294 235 0 54 84 107 324 378 174 252 126 219 271 204 189
"XLOC_017608" 126 54 84 0 107 174 235 271 378 294 204 143 159 189 324 252 219
"XLOC_017609" 271 143 107 219 252 204 378 235 159 294 54 324 0 84 189 174 126
"XLOC_017610" 235 0 54 84 252 107 324 219 126 143 378 204 271 294 159 174 189
"XLOC_017611" 0 54 84 107 126 271 143 235 189 174 204 378 159 324 219 294 252
"XLOC_017612" 204 159 0 54 84 107 271 174 219 126 324 294 378 143 252 189 235
"XLOC_017613" 0 107 159 84 174 54 324 271 126 143 378 294 252 219 235 189 204
"XLOC_017614" 0 159 54 174 219 84 107 204 126 189 378 324 294 143 271 252 235
"XLOC_017615" 294 271 0 54 84 107 126 143 159 174 378 324 235 189 219 204 252
"XLOC_017616" 143 84 107 126 159 189 271 294 0 54 378 324 252 174 235 219 204
"XLOC_017617" 252 235 54 0 84 174 143 126 324 378 271 159 189 107 219 204 294
"XLOC_017618" 0 174 54 84 107 126 143 235 378 324 159 189 204 219 294 271 252
"XLOC_017619" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_017620" 271 143 0 54 159 84 107 126 378 324 235 174 219 204 294 189 252
"XLOC_017621" 219 159 0 54 126 174 84 107 378 324 252 271 235 294 143 189 204
"XLOC_017622" 252 159 0 54 235 84 107 143 378 324 271 294 219 126 174 189 204
"XLOC_017623" 252 235 0 54 84 107 126 143 324 378 294 271 189 159 174 219 204
"XLOC_017624" 204 252 0 54 84 107 126 159 324 294 378 189 174 143 235 219 271
"XLOC_017625" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017626" 324 378 271 0 294 54 84 107 126 252 143 159 174 189 204 219 235
"XLOC_017627" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 271 294
"XLOC_017628" 378 271 0 54 84 107 126 143 159 252 174 189 204 219 235 324 294
"XLOC_017629" 378 324 0 54 84 107 126 143 159 174 189 204 219 235 252 294 271
"XLOC_017630" 324 378 0 54 84 107 126 189 219 271 204 143 159 174 235 294 252
"XLOC_017631" 378 324 0 54 84 107 126 143 235 252 204 159 189 174 294 271 219
"XLOC_017632" 378 294 0 54 84 107 126 143 189 219 235 159 252 174 271 204 324
"XLOC_017633" 324 378 0 54 84 107 126 143 252 204 189 159 235 174 219 271 294
"XLOC_017634" 294 378 0 54 84 107 126 143 159 174 271 324 189 204 219 252 235
"XLOC_017635" 0 54 84 107 126 143 159 174 324 378 189 204 271 219 252 294 235
"XLOC_017636" 378 324 0 54 174 126 159 84 143 271 189 107 252 204 219 235 294
"XLOC_017637" 378 204 189 0 54 84 107 126 174 271 252 143 235 159 219 324 294
"XLOC_017638" 0 54 84 107 126 143 159 271 252 174 189 204 219 235 378 294 324
"XLOC_017639" 189 0 54 219 271 252 84 235 204 107 126 143 159 174 324 378 294
"XLOC_017640" 0 174 54 219 324 378 189 204 84 235 159 107 126 143 252 294 271
"XLOC_017641" 0 54 324 294 378 271 84 107 126 143 159 174 189 204 219 235 252
"XLOC_017642" 0 271 324 294 378 54 84 107 126 143 159 174 189 204 219 235 252
"XLOC_017643" 235 219 294 271 324 378 0 54 84 107 126 143 159 174 189 204 252
"XLOC_017644" 0 54 84 107 126 143 159 174 189 204 219 235 252 378 271 294 324
"XLOC_017645" 0 235 54 84 107 126 143 159 378 219 204 174 252 189 271 294 324
"XLOC_017646" 107 54 84 294 378 235 0 174 252 143 126 271 324 219 189 204 159
"XLOC_017647" 378 324 0 54 126 107 159 84 271 252 294 189 235 143 174 204 219
"XLOC_017648" 324 378 0 84 126 54 107 189 252 204 294 143 271 174 219 159 235
"XLOC_017649" 0 54 84 107 378 126 143 159 174 189 204 219 324 235 252 271 294
"XLOC_017650" 0 54 84 126 324 378 252 159 143 107 219 174 294 271 189 235 204
"XLOC_017651" 0 235 54 252 378 84 294 324 219 107 271 126 143 159 174 189 204
"XLOC_017652" 189 0 294 252 54 84 378 324 235 174 271 204 143 159 107 219 126
"XLOC_017653" 0 54 84 107 126 143 159 174 324 189 294 204 252 378 235 271 219
"XLOC_017654" 0 54 189 204 84 107 126 143 294 174 219 271 378 159 235 324 252
"XLOC_017655" 143 107 84 126 0 54 174 159 204 189 271 219 378 324 235 252 294
"XLOC_017656" 271 324 0 204 54 84 107 126 378 294 235 143 252 174 219 189 159
"XLOC_017657" 294 271 0 54 84 107 126 143 378 324 159 174 235 252 189 204 219
"XLOC_017658" 0 271 54 84 107 126 143 159 378 324 174 189 294 204 219 252 235
"XLOC_017659" 0 324 54 84 107 126 143 159 378 174 189 204 219 235 252 271 294
"XLOC_017660" 0 324 54 84 107 126 143 159 378 294 174 189 271 204 252 219 235
"XLOC_017661" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_017662" 0 54 84 107 126 143 159 294 378 324 271 174 189 204 219 235 252
"XLOC_017663" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 294 271 324
"XLOC_017664" 235 294 0 54 84 107 126 143 378 271 159 174 324 189 252 219 204
"XLOC_017665" 324 294 0 54 84 107 126 143 378 159 174 189 204 219 235 252 271
"XLOC_017666" 271 324 0 54 84 107 126 143 378 252 159 174 219 189 294 204 235
"XLOC_017667" 189 294 0 54 84 252 107 126 378 324 143 159 271 174 204 219 235
"XLOC_017668" 0 252 54 84 107 126 143 159 378 294 235 174 324 189 271 204 219
"XLOC_017669" 0 324 54 84 107 126 143 159 378 294 174 189 204 219 235 252 271
"XLOC_017670" 271 252 0 219 54 84 107 126 378 324 143 159 294 174 189 204 235
"XLOC_017671" 0 271 54 84 107 126 143 159 378 324 174 189 235 204 294 219 252
"XLOC_017672" 219 0 54 84 378 324 235 252 271 294 107 126 143 204 174 189 159
"XLOC_017673" 0 252 54 84 107 126 143 159 378 324 174 189 235 294 204 271 219
"XLOC_017674" 0 54 84 107 126 143 159 174 378 324 189 204 294 219 235 252 271
"XLOC_017675" 0 54 84 107 126 143 159 174 378 189 204 219 324 235 294 252 271
"XLOC_017676" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 324 271 294
"XLOC_017677" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_017678" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_017679" 0 54 84 107 126 324 143 159 378 294 174 189 204 219 271 235 252
"XLOC_017680" 0 54 84 107 126 143 159 174 378 294 189 204 324 219 235 252 271
"XLOC_017681" 294 0 54 84 107 324 126 143 378 271 159 174 235 252 219 189 204
"XLOC_017682" 0 54 84 107 126 143 159 174 378 324 189 204 219 235 252 271 294
"XLOC_017683" 0 54 84 107 126 294 143 159 378 324 174 189 204 219 235 252 271
"XLOC_017684" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_017685" 0 54 84 107 126 143 159 174 378 294 189 204 324 219 235 271 252
"XLOC_017686" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_017687" 189 0 54 84 324 378 252 294 235 107 126 143 159 204 271 219 174
"XLOC_017688" 378 294 0 54 84 107 126 143 159 271 174 189 219 204 252 235 324
"XLOC_017689" 378 324 0 54 84 107 126 143 204 252 189 159 294 174 235 219 271
"XLOC_017690" 219 204 0 54 84 107 126 143 189 159 294 174 378 324 235 252 271
"XLOC_017691" 294 378 0 54 84 107 126 143 159 174 189 204 219 235 252 324 271
"XLOC_017692" 378 324 189 159 126 174 0 54 143 107 294 204 219 84 252 235 271
"XLOC_017693" 324 378 159 189 0 54 84 107 174 126 235 219 271 143 252 294 204
"XLOC_017694" 378 324 0 54 84 107 126 143 159 174 294 189 235 204 219 252 271
"XLOC_017695" 324 378 189 219 0 54 84 107 159 204 294 271 174 143 235 126 252
"XLOC_017696" 324 294 174 219 0 54 84 107 126 143 378 204 252 189 235 159 271
"XLOC_017697" 324 271 204 143 252 294 0 107 84 54 378 219 235 159 189 174 126
"XLOC_017698" 324 294 0 189 174 54 84 107 126 143 378 252 271 235 219 204 159
"XLOC_017699" 0 54 84 107 324 378 126 143 159 174 189 204 271 294 252 219 235
"XLOC_017700" 0 252 54 84 324 378 107 126 143 159 294 271 174 189 219 235 204
"XLOC_017701" 294 271 0 54 84 107 126 143 159 174 378 189 324 204 219 235 252
"XLOC_017702" 271 324 0 235 252 54 84 107 204 126 378 143 294 159 174 219 189
"XLOC_017703" 294 252 0 54 84 107 126 143 235 159 378 174 324 189 219 204 271
"XLOC_017704" 271 294 0 54 84 107 126 143 159 174 378 189 324 204 219 235 252
"XLOC_017705" 0 294 54 84 107 126 143 159 174 189 378 204 324 219 235 252 271
"XLOC_017706" 252 0 54 84 107 126 143 159 174 189 378 204 324 219 235 294 271
"XLOC_017707" 219 271 0 54 84 107 126 235 174 143 378 294 324 204 159 189 252
"XLOC_017708" 271 252 0 54 84 107 126 143 235 159 324 294 378 174 204 189 219
"XLOC_017709" 189 174 143 0 54 84 378 271 126 107 294 324 235 252 204 159 219
"XLOC_017710" 252 189 0 54 84 107 378 294 126 143 324 204 235 271 219 159 174
"XLOC_017711" 271 219 0 54 84 107 126 143 159 174 378 204 324 189 235 252 294
"XLOC_017712" 294 235 0 54 84 107 126 143 174 159 378 204 324 189 271 219 252
"XLOC_017713" 189 219 0 54 84 107 174 271 159 143 378 324 294 126 204 235 252
"XLOC_017714" 252 174 0 54 84 107 219 271 126 143 378 324 294 189 159 204 235
"XLOC_017715" 174 189 0 54 84 107 271 204 126 159 378 324 294 143 252 235 219
"XLOC_017716" 0 378 126 189 54 84 235 204 174 143 324 159 294 107 219 252 271
"XLOC_017717" 324 0 54 252 84 107 126 219 174 378 235 143 294 204 159 189 271
"XLOC_017718" 204 271 143 0 54 84 174 107 324 378 159 126 294 252 219 189 235
"XLOC_017719" 189 0 54 84 107 126 143 159 324 378 204 174 294 252 271 235 219
"XLOC_017720" 252 235 324 0 54 84 107 126 294 143 271 159 378 174 189 219 204
"XLOC_017721" 235 378 324 294 0 54 84 107 159 189 143 174 252 126 204 219 271
"XLOC_017722" 294 324 271 204 0 54 84 107 159 189 126 143 252 174 235 219 378
"XLOC_017723" 378 324 204 271 0 54 84 107 189 159 143 174 252 126 235 219 294
"XLOC_017724" 378 324 0 54 84 204 107 126 235 159 189 219 174 143 271 252 294
"XLOC_017725" 324 219 0 54 84 107 126 143 294 159 378 235 174 189 204 252 271
"XLOC_017726" 324 54 204 219 0 294 252 378 174 107 271 143 84 235 159 189 126
"XLOC_017727" 378 324 0 54 84 107 126 143 252 219 271 294 235 159 189 174 204
"XLOC_017728" 294 271 126 219 204 0 54 252 235 189 378 324 84 174 107 159 143
"XLOC_017729" 219 294 126 107 143 0 54 159 378 271 324 252 189 84 204 235 174
"XLOC_017730" 107 84 324 271 378 294 235 159 219 143 126 174 0 54 204 252 189
"XLOC_017731" 107 126 378 271 204 252 159 174 189 219 0 143 54 84 294 324 235
"XLOC_017732" 159 143 174 219 0 54 378 324 189 204 235 84 126 107 252 294 271
"XLOC_017733" 0 252 54 84 107 126 143 159 324 174 189 204 219 235 271 294 378
"XLOC_017734" 0 54 378 271 84 107 126 143 324 159 174 189 252 204 235 219 294
"XLOC_017735" 0 271 54 84 107 126 143 159 378 174 189 204 294 219 252 235 324
"XLOC_017736" 0 204 294 324 54 84 107 126 378 143 159 219 174 189 271 252 235
"XLOC_017737" 0 54 84 107 126 143 159 174 378 189 204 219 235 252 271 294 324
"XLOC_017738" 0 54 294 378 84 107 126 143 159 174 189 204 219 235 324 252 271
"XLOC_017739" 204 378 235 0 54 84 107 126 189 324 219 143 174 159 252 271 294
"XLOC_017740" 235 294 159 0 54 84 107 174 271 324 378 126 204 143 252 219 189
"XLOC_017741" 324 294 0 54 143 126 84 235 271 252 378 219 189 107 159 174 204
"XLOC_017742" 294 324 0 143 174 54 84 107 204 252 271 159 378 126 235 219 189
"XLOC_017743" 0 54 84 107 126 143 159 294 174 189 324 378 204 219 235 252 271
"XLOC_017744" 252 294 0 54 84 107 126 235 271 219 378 143 324 159 174 189 204
"XLOC_017745" 0 54 84 107 126 143 159 174 189 204 219 235 324 378 252 271 294
"XLOC_017746" 204 143 294 324 0 54 378 252 189 235 271 159 219 174 84 126 107
"XLOC_017747" 0 54 84 107 126 378 143 159 294 324 174 204 189 219 235 252 271
"XLOC_017748" 174 126 189 159 204 0 54 143 378 324 235 294 107 84 252 219 271
"XLOC_017749" 0 54 159 204 174 84 107 189 378 324 235 252 126 143 294 219 271
"XLOC_017750" 0 54 294 84 107 126 143 159 378 324 174 189 204 219 252 235 271
"XLOC_017751" 252 235 271 294 378 324 204 219 0 54 159 126 107 174 84 143 189
"XLOC_017752" 235 324 219 271 174 143 84 0 159 54 126 107 189 378 294 204 252
"XLOC_017753" 143 159 294 252 189 174 324 378 54 0 219 271 204 235 107 84 126
"XLOC_017754" 204 378 174 159 0 54 84 107 294 219 324 126 271 143 235 189 252
"XLOC_017755" 294 324 189 159 126 0 54 84 378 174 204 143 252 107 219 235 271
"XLOC_017756" 294 378 174 159 84 0 54 107 324 204 235 143 271 126 219 189 252
"XLOC_017757" 378 324 84 159 204 143 0 126 107 54 189 174 294 235 271 219 252
"XLOC_017758" 378 235 324 294 159 271 0 54 107 252 126 84 189 143 219 174 204
"XLOC_017759" 324 378 0 204 54 84 107 126 189 143 294 159 252 174 235 271 219
"XLOC_017760" 378 324 0 204 54 84 107 126 174 271 189 143 294 159 252 235 219
"XLOC_017761" 378 294 189 0 54 84 107 126 143 324 252 159 271 174 204 235 219
"XLOC_017762" 378 324 0 159 54 84 107 126 189 294 271 204 174 143 235 219 252
"XLOC_017763" 143 294 252 204 126 0 54 174 235 107 324 159 378 84 189 219 271
"XLOC_017764" 324 235 0 126 189 271 54 143 219 107 174 159 204 84 294 378 252
"XLOC_017765" 324 378 54 219 204 235 107 0 143 189 126 84 159 174 252 271 294
"XLOC_017766" 324 378 189 126 107 0 54 84 294 219 143 235 271 252 204 174 159
"XLOC_017767" 204 271 143 189 0 54 84 107 324 378 252 294 174 126 159 219 235
"XLOC_017768" 252 219 0 294 54 84 107 126 378 324 143 159 174 189 271 235 204
"XLOC_017769" 0 219 294 324 54 84 107 126 378 271 143 159 174 189 235 252 204
"XLOC_017770" 0 235 324 189 54 84 107 126 378 271 143 159 174 252 294 219 204
"XLOC_017771" 0 294 54 84 107 126 143 159 324 378 174 189 204 219 235 271 252
"XLOC_017772" 0 54 84 324 107 126 143 159 271 378 174 189 204 219 235 294 252
"XLOC_017773" 0 204 294 235 54 84 107 126 324 378 143 159 174 189 219 252 271
"XLOC_017774" 204 189 235 219 174 0 54 84 324 378 143 126 159 107 294 252 271
"XLOC_017775" 0 54 271 294 324 378 84 107 174 252 126 219 204 143 189 235 159
"XLOC_017776" 0 54 84 324 271 378 107 126 252 143 159 174 235 189 219 204 294
"XLOC_017777" 0 174 235 271 294 324 252 378 54 126 107 204 84 219 159 189 143
"XLOC_017778" 0 204 324 271 235 378 54 294 252 219 189 174 84 107 126 143 159
"XLOC_017779" 54 174 252 271 235 378 294 324 159 107 0 204 84 219 126 189 143
"XLOC_017780" 174 204 235 219 159 0 54 84 143 189 252 107 271 126 378 324 294
"XLOC_017781" 0 324 54 235 84 107 126 143 378 159 252 174 271 219 204 189 294
"XLOC_017782" 204 143 271 219 378 324 159 84 189 174 107 0 252 54 126 235 294
"XLOC_017783" 107 54 143 174 324 378 294 235 204 84 189 271 219 252 0 126 159
"XLOC_017784" 54 107 324 271 252 378 0 294 143 204 84 189 159 235 126 174 219
"XLOC_017785" 252 204 0 235 54 84 107 324 174 189 378 294 159 271 126 143 219
"XLOC_017786" 252 235 143 107 219 0 54 126 271 294 324 378 204 174 159 189 84
"XLOC_017787" 252 189 0 107 324 378 54 271 294 204 219 126 143 84 235 174 159
"XLOC_017788" 378 294 0 143 54 84 107 159 235 189 271 219 252 126 204 174 324
"XLOC_017789" 324 378 84 143 126 235 0 174 252 294 159 107 189 54 219 204 271
"XLOC_017790" 0 271 54 219 84 107 126 143 252 378 159 174 324 189 235 294 204
"XLOC_017791" 271 324 235 0 219 54 84 204 189 107 294 126 174 143 378 159 252
"XLOC_017792" 84 107 378 294 324 189 204 126 159 174 143 0 235 54 219 271 252
"XLOC_017793" 271 174 0 54 219 84 126 252 159 294 204 143 378 107 189 235 324
"XLOC_017794" 271 378 0 54 84 107 126 143 159 294 324 174 235 189 219 252 204
"XLOC_017795" 271 378 204 0 294 54 84 107 143 189 126 219 324 174 235 159 252
"XLOC_017796" 204 324 0 189 174 54 84 107 271 159 294 219 235 143 378 252 126
"XLOC_017797" 54 0 294 324 159 84 235 378 143 219 126 189 107 174 252 271 204
"XLOC_017798" 107 204 324 378 235 219 126 159 0 84 143 54 174 189 271 252 294
"XLOC_017799" 324 271 174 159 0 54 126 84 378 219 189 107 252 143 204 235 294
"XLOC_017800" 294 378 174 0 54 189 107 159 271 143 235 126 324 84 204 219 252
"XLOC_017801" 378 294 174 0 54 84 107 126 271 252 189 143 204 159 324 235 219
"XLOC_017802" 378 271 143 252 0 54 84 174 126 324 159 189 294 107 219 204 235
"XLOC_017803" 294 219 159 189 0 54 84 107 271 378 174 126 324 143 235 204 252
"XLOC_017804" 294 378 271 174 126 0 54 84 143 235 189 107 324 159 252 219 204
"XLOC_017805" 189 143 174 126 0 54 84 107 324 378 252 159 294 204 271 219 235
"XLOC_017806" 204 252 0 54 84 107 271 126 324 174 294 143 378 159 219 235 189
"XLOC_017807" 219 252 0 54 126 84 107 143 324 294 271 159 378 174 235 189 204
"XLOC_017808" 219 189 0 54 84 107 126 143 324 294 271 174 378 204 252 235 159
"XLOC_017809" 189 126 294 378 219 204 174 324 0 235 252 271 84 143 54 159 107
"XLOC_017810" 378 324 0 174 159 54 84 107 189 294 204 143 219 126 252 235 271
"XLOC_017811" 324 378 204 0 54 84 107 126 294 235 219 143 174 159 271 189 252
"XLOC_017812" 0 54 84 107 126 143 159 174 324 378 189 204 219 235 252 271 294
"XLOC_017813" 378 324 219 252 0 54 84 107 126 143 159 174 189 204 271 235 294
"XLOC_017814" 378 324 0 235 54 84 107 126 143 219 252 159 174 189 271 294 204
"XLOC_017815" 324 378 0 271 54 84 107 126 143 294 159 174 189 204 219 235 252
"XLOC_017816" 378 324 0 54 84 107 126 143 159 271 174 189 204 219 235 294 252
"XLOC_017817" 204 378 54 84 107 126 0 143 271 219 324 235 294 159 174 189 252
"XLOC_017818" 271 324 126 159 0 54 84 143 378 235 252 107 294 174 189 219 204
"XLOC_017819" 378 324 174 189 126 0 143 54 219 271 159 84 294 107 204 235 252
"XLOC_017820" 378 324 174 204 126 107 0 143 189 294 159 54 252 84 235 219 271
"XLOC_017821" 252 235 0 54 84 107 126 271 219 378 143 159 324 174 189 294 204
"XLOC_017822" 219 294 174 143 159 0 54 126 378 235 252 84 324 107 189 204 271
"XLOC_017823" 235 271 189 143 0 54 84 107 324 294 219 126 378 174 204 159 252
"XLOC_017824" 204 271 0 143 159 54 84 107 378 324 235 126 294 189 219 174 252
"XLOC_017825" 378 0 54 84 107 126 143 159 294 174 189 204 219 235 271 252 324
"XLOC_017826" 324 271 189 0 54 84 107 126 378 219 143 159 204 174 252 235 294
"XLOC_017827" 0 54 84 107 126 143 159 174 324 378 189 204 294 219 235 252 271
"XLOC_017828" 252 378 271 189 0 54 84 107 294 324 174 126 235 143 219 159 204
"XLOC_017829" 235 378 159 252 0 54 84 107 324 271 204 143 294 126 174 189 219
"XLOC_017830" 271 324 189 143 0 54 159 84 378 294 174 126 235 107 252 204 219
"XLOC_017831" 378 324 294 235 219 0 54 84 204 159 143 107 174 126 271 252 189
"XLOC_017832" 294 378 235 159 0 54 84 107 189 219 174 126 271 143 324 204 252
"XLOC_017833" 324 378 204 252 0 54 84 126 189 174 143 107 219 159 271 235 294
